,filename,emotion,text
0,angry_gd02_001_029.wav,<|zh|><|ANGRY|><|Speech|><|withitn|>,我也知道自己是大嘴巴。
1,angry_gd03_001_003.wav,<|zh|><|ANGRY|><|Speech|><|withitn|>,小心脚下，人行道上有个坑。
2,angry_gd03_001_007.wav,<|zh|><|ANGRY|><|Speech|><|withitn|>,让我再想想，真相已经上传了。
3,angry_gd03_001_008.wav,<|zh|><|ANGRY|><|Speech|><|withitn|>,这样，你就有时间挥拍打球了。
4,angry_gd03_001_025.wav,<|zh|><|ANGRY|><|Speech|><|withitn|>,最近很冷，风又大。
5,angry_gd03_001_036.wav,<|zh|><|ANGRY|><|Speech|><|withitn|>,三个，两个儿子，一个女儿。
6,angry_gd04_001_015.wav,<|zh|><|ANGRY|><|Speech|><|withitn|>,此消息立即在牙买加引起议论。
7,angry_gd04_001_017.wav,<|zh|><|ANGRY|><|Speech|><|withitn|>,大会还选举产生了新一届中央纪律检查委员会。
8,angry_gd05_001_008.wav,<|zh|><|ANGRY|><|Speech|><|withitn|>,对腐败问题一定要严惩。
9,angry_gd05_001_019.wav,<|zh|><|ANGRY|><|Speech|><|withitn|>,这是上次的劳务费，你数数。
10,angry_gd05_001_028.wav,<|zh|><|ANGRY|><|Speech|><|withitn|>,你就是磕头作揖，说好话，也得跟夏英挽回关系。
11,angry_gd06_001_012.wav,<|zh|><|ANGRY|><|Speech|><|withitn|>,大姐，这是我的全部家当，你一定得帮我。
12,angry_gd06_001_013.wav,<|zh|><|ANGRY|><|Speech|><|withitn|>,不是，关键是我见了他不知道说什么。
13,angry_gd06_001_016.wav,<|zh|><|ANGRY|><|Speech|><|withitn|>,还不迟到过阵子再说吧，休息一下。
14,angry_gd06_001_019.wav,<|zh|><|ANGRY|><|Speech|><|withitn|>,哪能事无巨细请教，丧失自己独立思考的精神。
15,angry_gd07_001_007.wav,<|zh|><|ANGRY|><|Speech|><|withitn|>,因此，掏耳朵只能清理外耳。
16,angry_gd07_001_013.wav,<|zh|><|ANGRY|><|Speech|><|withitn|>,月奶汤就是米酒水。
17,angry_gd07_001_015.wav,<|zh|><|ANGRY|><|Speech|><|withitn|>,临聘教师与在编教师都是老师，做好自己就够了。
18,angry_gd08_001_009.wav,<|zh|><|ANGRY|><|Speech|><|withitn|>,母女俩目前是租住在另一个社区。
19,angry_gd08_001_015.wav,<|zh|><|ANGRY|><|Speech|><|withitn|>,粮食米粉市场价格很快回调至涨价前水平。
20,angry_gd08_001_016.wav,<|zh|><|ANGRY|><|Speech|><|withitn|>,作为奥运狂热分子，他还不忘为选手默默加油。
21,angry_gd08_001_028.wav,<|zh|><|ANGRY|><|Speech|><|withitn|>,此网帖一出，立即被众人转发。
22,angry_gd09_001_001.wav,<|zh|><|NEUTRAL|><|Speech|><|withitn|>,分母大，分子小，自然摇号中签率较低。
23,angry_gd09_001_011.wav,<|zh|><|ANGRY|><|Speech|><|withitn|>,又走回来，坐在我左边，开始对我搂搂抱抱。
24,angry_gd09_001_013.wav,<|zh|><|ANGRY|><|Speech|><|withitn|>,我站在后面，腿脚都给压住了。
25,angry_gd09_001_014.wav,<|zh|><|ANGRY|><|Speech|><|withitn|>,明天记者将继续上路，找寻担忧爷。
26,angry_gd09_001_017.wav,<|zh|><|ANGRY|><|Speech|><|withitn|>,毕家兄弟再次傻眼。
27,angry_gd09_001_025.wav,<|zh|><|ANGRY|><|Speech|><|withitn|>,反对派武装使用的手雷。
28,angry_gd10_001_015.wav,<|zh|><|ANGRY|><|Speech|><|withitn|>,最终，他决定创办一家养老院。
29,angry_gd10_001_017.wav,<|zh|><|ANGRY|><|Speech|><|withitn|>,前一段时间，我们连续多次辟谣，澄清谣言。
30,angry_gd10_001_034.wav,<|zh|><|ANGRY|><|Speech|><|withitn|>,其次，水库水电站安全问题也很突出。
31,angry_gd11_001_006.wav,<|zh|><|ANGRY|><|Speech|><|withitn|>,据悉，美国和欧洲官员获邀参加。
32,angry_gd11_001_031.wav,<|zh|><|ANGRY|><|Speech|><|withitn|>,大慈寺街区的建设从政府主导转向企业经营。
33,angry_gd12_001_009.wav,<|zh|><|ANGRY|><|Speech|><|withitn|>,没好气的挂断信号。
34,angry_gd12_001_017.wav,<|zh|><|ANGRY|><|Speech|><|withitn|>,当年他一节课都没去上，不被荡掉才奇怪。
35,angry_gd12_001_025.wav,<|zh|><|ANGRY|><|Speech|><|withitn|>,就不像你们整天忧心忡忡，感觉天要塌了一样。
36,angry_gd12_001_026.wav,<|zh|><|ANGRY|><|Speech|><|withitn|>,我藏身到草甸子，不让别人发现就好。
37,angry_gd12_001_034.wav,<|zh|><|ANGRY|><|Speech|><|withitn|>,他们呢？这是我多年的老朋友来联络一下感情。
38,angry_gd01_001_001.wav,<|zh|><|ANGRY|><|Speech|><|withitn|>,英国的哲学家曾经说过。
39,angry_gd01_001_002.wav,<|zh|><|ANGRY|><|Speech|><|withitn|>,我老家在北京。
40,angry_gd01_001_003.wav,<|zh|><|EMO_UNKNOWN|><|Speech|><|withitn|>,我每个月打一次电话。
41,angry_gd01_001_004.wav,<|zh|><|ANGRY|><|Speech|><|withitn|>,你每次谈恋爱都像现在这样。
42,angry_gd01_001_005.wav,<|zh|><|ANGRY|><|Speech|><|withitn|>,很快你上大学就用得到了。
43,angry_gd01_001_006.wav,<|zh|><|ANGRY|><|Speech|><|withitn|>,已经播至该专辑最后一个声音。
44,angry_gd01_001_007.wav,<|zh|><|ANGRY|><|Speech|><|withitn|>,我和我朋友刚从巴厘岛回来。
45,angry_gd01_001_008.wav,<|zh|><|ANGRY|><|Speech|><|withitn|>,你的声音总是在我心里晃来晃去。
46,angry_gd01_001_009.wav,<|zh|><|ANGRY|><|Speech|><|withitn|>,我觉得并不是非要有特别的品质。
47,angry_gd01_001_011.wav,<|zh|><|ANGRY|><|Speech|><|withitn|>,工厂不把它直接排到大气中。
48,angry_gd01_001_012.wav,<|zh|><|ANGRY|><|Speech|><|withitn|>,没错，就是车门。另外两个人问他说。
49,angry_gd01_001_013.wav,<|zh|><|ANGRY|><|Speech|><|withitn|>,除非你打飞碟球，但这是不可能的。
50,angry_gd01_001_014.wav,<|zh|><|ANGRY|><|Speech|><|withitn|>,没听清，请问什么时间提醒你？
51,angry_gd01_001_015.wav,<|zh|><|ANGRY|><|Speech|><|withitn|>,这样无辜的人就不会被杀了。
52,angry_gd01_001_016.wav,<|zh|><|ANGRY|><|Speech|><|withitn|>,我必须一直通电才能工作。
53,angry_gd01_001_017.wav,<|zh|><|ANGRY|><|Speech|><|withitn|>,我和我的妻子盼望着和你见面。
54,angry_gd01_001_018.wav,<|zh|><|ANGRY|><|Speech|><|withitn|>,没有找到日程，走的时候请锁门。
55,angry_gd01_001_019.wav,<|zh|><|ANGRY|><|Speech|><|withitn|>,是一家制药公司的短期工。
56,angry_gd01_001_020.wav,<|zh|><|ANGRY|><|Speech|><|withitn|>,我们可以轮流开车。
57,angry_gd01_001_022.wav,<|zh|><|ANGRY|><|Speech|><|withitn|>,这是台湾地区最大的动物园。
58,angry_gd01_001_023.wav,<|zh|><|ANGRY|><|Speech|><|withitn|>,时候不早了，我来了，请指示。
59,angry_gd01_001_024.wav,<|zh|><|ANGRY|><|Speech|><|withitn|>,递给我一些彩球和纸花。
60,angry_gd01_001_026.wav,<|zh|><|ANGRY|><|Speech|><|withitn|>,你不应该害怕开始一段新的感情。
61,angry_gd01_001_027.wav,<|zh|><|ANGRY|><|Speech|><|withitn|>,我肯定会的，那我以后不问了。
62,angry_gd01_001_028.wav,<|zh|><|ANGRY|><|Speech|><|withitn|>,它实际会形成一氧化碳。
63,angry_gd01_001_029.wav,<|zh|><|ANGRY|><|Speech|><|withitn|>,我参加了一个有关全球变暖的集会。
64,angry_gd01_001_030.wav,<|zh|><|ANGRY|><|Speech|><|withitn|>,坐地铁只需要大约20分钟。
65,angry_gd01_001_031.wav,<|zh|><|ANGRY|><|Speech|><|withitn|>,下个月我姐姐要结婚了。
66,angry_gd01_001_032.wav,<|zh|><|ANGRY|><|Speech|><|withitn|>,我是顺路过来跟你告别的。
67,angry_gd01_001_034.wav,<|zh|><|ANGRY|><|Speech|><|withitn|>,你知道我很努力的在戒酒。
68,angry_gd02_001_001.wav,<|zh|><|ANGRY|><|Speech|><|withitn|>,我告退了，晚上回去拍给你。
69,angry_gd02_001_002.wav,<|zh|><|ANGRY|><|Speech|><|withitn|>,今年应该是第27个教师节。
70,angry_gd02_001_003.wav,<|zh|><|ANGRY|><|Speech|><|withitn|>,这个镇上所有人都喜欢扯闲话。
71,angry_gd02_001_004.wav,<|zh|><|ANGRY|><|Speech|><|withitn|>,是没什么，但是挺别扭的。
72,angry_gd02_001_005.wav,<|zh|><|ANGRY|><|Speech|><|withitn|>,香港海洋公园？主人，快带我去。
73,angry_gd02_001_006.wav,<|zh|><|ANGRY|><|Speech|><|withitn|>,如果有我能帮忙的，请告诉我。
74,angry_gd02_001_007.wav,<|zh|><|ANGRY|><|Speech|><|withitn|>,不会这么凑巧吧，我也是十六。
75,angry_gd02_001_008.wav,<|zh|><|ANGRY|><|Speech|><|withitn|>,你女儿和她妈妈长得很像。
76,angry_gd02_001_010.wav,<|zh|><|ANGRY|><|Speech|><|withitn|>,得了吧，别这么胆小了。
77,angry_gd02_001_011.wav,<|zh|><|ANGRY|><|Speech|><|withitn|>,就经常去我们宿舍附近的酒吧。
78,angry_gd02_001_012.wav,<|zh|><|ANGRY|><|Speech|><|withitn|>,很快，车可就自动开了。
79,angry_gd02_001_015.wav,<|zh|><|ANGRY|><|Speech|><|withitn|>,自己的事情要自己做。
80,angry_gd02_001_018.wav,<|zh|><|ANGRY|><|Speech|><|withitn|>,快点起床，我在公寓门口等你。
81,angry_gd02_001_020.wav,<|zh|><|ANGRY|><|Speech|><|withitn|>,那你就离市区很远了。
82,angry_gd02_001_021.wav,<|zh|><|ANGRY|><|Speech|><|withitn|>,是的，请返还我的钱，谢谢。
83,angry_gd02_001_022.wav,<|zh|><|ANGRY|><|Speech|><|withitn|>,不是他住在沃斯顿的老房子里。
84,angry_gd02_001_024.wav,<|zh|><|ANGRY|><|Speech|><|withitn|>,你说我们在芝加哥要待3天的。
85,angry_gd02_001_026.wav,<|zh|><|ANGRY|><|Speech|><|withitn|>,对别人没有，而对我就有？
86,angry_gd02_001_027.wav,<|zh|><|ANGRY|><|Speech|><|withitn|>,我要学习一下相关知识。
87,angry_gd02_001_030.wav,<|zh|><|ANGRY|><|Speech|><|withitn|>,你可以去问鹦鹉啊，鹦鹉会说话。
88,angry_gd02_001_032.wav,<|zh|><|ANGRY|><|Speech|><|withitn|>,不知道，或许一双新鞋。
89,angry_gd03_001_002.wav,<|zh|><|ANGRY|><|Speech|><|withitn|>,你好，布莱恩，正好4点。
90,angry_gd03_001_010.wav,<|zh|><|ANGRY|><|Speech|><|withitn|>,时间对珍妮来说是没有用的。
91,angry_gd03_001_015.wav,<|zh|><|ANGRY|><|Speech|><|withitn|>,炖肉1小时，剩余30分钟18秒。
92,angry_gd03_001_016.wav,<|zh|><|ANGRY|><|Speech|><|withitn|>,也就是一大堆照片。
93,angry_gd03_001_021.wav,<|zh|><|ANGRY|><|Speech|><|withitn|>,裁判全给了满分。
94,angry_gd04_001_016.wav,<|zh|><|ANGRY|><|Speech|><|withitn|>,唐川联系租赁赌场地点，并负责赌场安全。
95,angry_gd05_001_011.wav,<|zh|><|ANGRY|><|Speech|><|withitn|>,因为子女属于受益人，所以医疗费应归他们承担。
96,angry_gd06_001_030.wav,<|zh|><|ANGRY|><|Speech|><|withitn|>,因为这次关系到隔壁那位。
97,angry_gd07_001_006.wav,<|zh|><|ANGRY|><|Speech|><|withitn|>,另一方面，房屋在功能设计上也有所欠缺。
98,angry_gd07_001_008.wav,<|zh|><|ANGRY|><|Speech|><|withitn|>,张中华遗体上的注射针头。
99,angry_gd07_001_012.wav,<|zh|><|ANGRY|><|Speech|><|withitn|>,我们向往与关注的仍然是所谓的精英社会。
100,angry_gd07_001_016.wav,<|zh|><|ANGRY|><|Speech|><|withitn|>,张超峰曾经多次来找沈永阁要房子。
101,angry_gd09_001_028.wav,<|zh|><|ANGRY|><|Speech|><|withitn|>,后来多亏工友把他刨出来。
102,angry_gd09_001_031.wav,<|zh|><|ANGRY|><|Speech|><|withitn|>,杨某心里十分懊恼。
103,angry_gd09_001_034.wav,<|zh|><|ANGRY|><|Speech|><|withitn|>,地面塌陷，也会危及到附近的吉利水库。
104,angry_gd11_001_030.wav,<|zh|><|ANGRY|><|Speech|><|withitn|>,举行群众歌咏，红色旅游。
105,angry_gd12_001_002.wav,<|zh|><|ANGRY|><|Speech|><|withitn|>,看看辉哥就知道了，他的二哥肯定错不了。
106,angry_gd12_001_028.wav,<|zh|><|ANGRY|><|Speech|><|withitn|>,女人的事儿就是麻烦。
107,angry_spe01_001_001.wav,<|zh|><|ANGRY|><|Speech|><|withitn|>,你拿我当什么人了？
108,angry_spe01_001_004.wav,<|zh|><|ANGRY|><|Speech|><|withitn|>,你最好给我安静点儿。
109,angry_spe01_001_006.wav,<|zh|><|ANGRY|><|Speech|><|withitn|>,我有空的时候再说，没看见我正忙着吗？
110,angry_spe01_001_007.wav,<|zh|><|ANGRY|><|Speech|><|withitn|>,好端端的，你，你干嘛打人？
111,angry_spe01_001_008.wav,<|zh|><|ANGRY|><|Speech|><|withitn|>,你能不能不要管那么多事情？
112,angry_spe01_001_009.wav,<|zh|><|ANGRY|><|Speech|><|withitn|>,最不喜欢他那副捉般作事的样子，令人心生厌烦。
113,angry_spe01_001_010.wav,<|zh|><|ANGRY|><|Speech|><|withitn|>,气呀，吃的差，住的更差，没有半点劳动保障。
114,angry_spe01_001_012.wav,<|zh|><|ANGRY|><|Speech|><|withitn|>,你说，我啥时候借你钱了？为什么污蔑我？
115,angry_spe01_001_014.wav,<|zh|><|ANGRY|><|Speech|><|withitn|>,我真的受够了，你滚远点。
116,angry_spe01_001_018.wav,<|zh|><|ANGRY|><|Speech|><|withitn|>,太气人了，这日子过不下去了。
117,angry_spe01_001_020.wav,<|zh|><|ANGRY|><|Speech|><|withitn|>,我跟你讲，你别太欺人太甚。
118,angry_spe01_001_021.wav,<|zh|><|ANGRY|><|Speech|><|withitn|>,我师傅教的怎么不对了？
119,angry_spe01_001_022.wav,<|zh|><|ANGRY|><|Speech|><|withitn|>,连一个微不足道的要求都没有人答应，这种反差让我愤怒。
120,angry_spe01_001_023.wav,<|zh|><|ANGRY|><|Speech|><|withitn|>,奸商，这就是你说的优质品，赶紧把骗子钱还给我。
121,angry_spe01_001_025.wav,<|zh|><|ANGRY|><|Speech|><|withitn|>,青山不改，绿水长流，日后我定会上门讨回今日之耻。
122,angry_spe01_001_026.wav,<|zh|><|ANGRY|><|Speech|><|withitn|>,你真是心胸狭小的人。
123,angry_spe01_001_028.wav,<|zh|><|ANGRY|><|Speech|><|withitn|>,气不知道往哪撒，我已经被他毁了。
124,angry_spe01_001_030.wav,<|zh|><|ANGRY|><|Speech|><|withitn|>,别把人和狗相提并论，狗起码是最忠实的。
125,angry_spe01_001_032.wav,<|zh|><|ANGRY|><|Speech|><|withitn|>,大早起的吵架，有病吧。
126,angry_spe01_001_033.wav,<|zh|><|ANGRY|><|Speech|><|withitn|>,你这种损人利己的行为，应该受到良心的谴责。
127,angry_spe02_001_008.wav,<|zh|><|ANGRY|><|Speech|><|withitn|>,讨厌，你这个坏蛋，你竟然也敢欺负我。
128,angry_spe02_001_014.wav,<|zh|><|ANGRY|><|Speech|><|withitn|>,你看你给我买的苹果，怎么都是坏的呀？
129,angry_spe02_001_015.wav,<|zh|><|ANGRY|><|Speech|><|withitn|>,昨天吃了大亏，今天又被泼脏水，气死我了。
130,angry_spe02_001_021.wav,<|zh|><|ANGRY|><|Speech|><|withitn|>,我感觉头上被泼了一桶冷水，好气呀。
131,angry_spe02_001_029.wav,<|zh|><|ANGRY|><|Speech|><|withitn|>,像你这等人，不用我动手。
132,angry_spe03_001_005.wav,<|zh|><|ANGRY|><|Speech|><|withitn|>,没想到是个疯婆子，我怎么可能被你拉着陪葬？
133,angry_spe03_001_010.wav,<|zh|><|ANGRY|><|Speech|><|withitn|>,他暗地里偷看我的日记，我十分反感。
134,angry_spe03_001_011.wav,<|zh|><|ANGRY|><|Speech|><|withitn|>,你这个人办事儿怎么这么没脑子？
135,angry_spe03_001_017.wav,<|zh|><|ANGRY|><|Speech|><|withitn|>,真不知道你怎么活了这么多年的。
136,angry_spe03_001_024.wav,<|zh|><|ANGRY|><|Speech|><|withitn|>,没有证据的情况下，你休想随意的审判我。
137,angry_spe04_001_001.wav,<|zh|><|ANGRY|><|Speech|><|withitn|>,看他那傲慢的样子，真令人反感。
138,angry_spe04_001_010.wav,<|zh|><|ANGRY|><|Speech|><|withitn|>,你被骂了，跟我有什么关系，给我摆什么臭脸。
139,angry_spe04_001_012.wav,<|zh|><|ANGRY|><|Speech|><|withitn|>,最后一张票也被抢了，我心里非常的不高兴。
140,angry_spe04_001_020.wav,<|zh|><|ANGRY|><|Speech|><|withitn|>,别在我面前眉来眼去的，令人作呕。
141,angry_spe04_001_022.wav,<|zh|><|ANGRY|><|Speech|><|withitn|>,鄙视我的人这么多，你算老几。
142,disg_gd03_001_022.wav,<|zh|><|NEUTRAL|><|Speech|><|withitn|>,我也知道自己是大嘴巴。
143,disg_gd03_001_030.wav,<|zh|><|NEUTRAL|><|Speech|><|withitn|>,小心脚下，人行道上有个坑。
144,disg_gd03_001_034.wav,<|zh|><|ANGRY|><|Speech|><|withitn|>,让我再想想，真相已经上传了。
145,disg_gd03_001_035.wav,<|zh|><|NEUTRAL|><|Speech|><|withitn|>,这样，你就有时间挥拍打球了。
146,disg_gd04_001_014.wav,<|zh|><|SURPRISED|><|Speech|><|withitn|>,最近很冷，风又大。
147,disg_gd04_001_026.wav,<|zh|><|NEUTRAL|><|Speech|><|withitn|>,三个，两个儿子，一个女儿。
148,disg_gd05_001_007.wav,<|zh|><|NEUTRAL|><|Speech|><|withitn|>,此消息立即在牙买加引起议论。
149,disg_gd05_001_009.wav,<|zh|><|NEUTRAL|><|Speech|><|withitn|>,大会还选举产生了新一届中央纪律检查委员会。
150,disg_gd06_001_001.wav,<|zh|><|NEUTRAL|><|Speech|><|withitn|>,对腐败问题一定要严惩。
151,disg_gd06_001_011.wav,<|zh|><|ANGRY|><|Speech|><|withitn|>,这是上次的劳务费，你数数。
152,disg_gd06_001_020.wav,<|zh|><|NEUTRAL|><|Speech|><|withitn|>,你就是磕头作揖，说好话，也得跟夏英挽回关系。
153,disg_gd07_001_008.wav,<|zh|><|ANGRY|><|Speech|><|withitn|>,大姐，这是我的全部家当，你一定得帮我。
154,disg_gd07_001_009.wav,<|zh|><|ANGRY|><|Speech|><|withitn|>,不是，关键是我见了他不知道说什么。
155,disg_gd07_001_012.wav,<|zh|><|ANGRY|><|Speech|><|withitn|>,还不迟到过阵子再说吧，休息一下。
156,disg_gd07_001_015.wav,<|zh|><|ANGRY|><|Speech|><|withitn|>,哪能事无巨细请教，丧失自己独立思考的精神。
157,disg_gd08_001_008.wav,<|zh|><|NEUTRAL|><|Speech|><|withitn|>,因此，掏耳朵只能清理外耳。
158,disg_gd08_001_013.wav,<|zh|><|NEUTRAL|><|Speech|><|withitn|>,月奶汤就是米酒水。
159,disg_gd08_001_015.wav,<|zh|><|NEUTRAL|><|Speech|><|withitn|>,临聘教师与在编教师都是老师，做好自己就够了。
160,disg_gd09_001_008.wav,<|zh|><|NEUTRAL|><|Speech|><|withitn|>,母女俩目前是租住在另一个社区。
161,disg_gd09_001_012.wav,<|zh|><|NEUTRAL|><|Speech|><|withitn|>,粮食米粉市场价格很快回调至涨价前水平。
162,disg_gd09_001_013.wav,<|zh|><|NEUTRAL|><|Speech|><|withitn|>,作为奥运狂热分子，他还不忘为选手默默加油。
163,disg_gd09_001_026.wav,<|zh|><|NEUTRAL|><|Speech|><|withitn|>,此网帖一出，立即被众人转发。
164,disg_gd09_001_032.wav,<|zh|><|NEUTRAL|><|Speech|><|withitn|>,分母大，分子小，自然摇号中签率较低。
165,disg_gd10_001_005.wav,<|zh|><|ANGRY|><|Speech|><|withitn|>,又走回来，坐在我左边，开始对我搂搂抱抱。
166,disg_gd10_001_007.wav,<|zh|><|ANGRY|><|Speech|><|withitn|>,我站在后面，腿脚都给压住了。
167,disg_gd10_001_008.wav,<|zh|><|NEUTRAL|><|Speech|><|withitn|>,明天记者将继续上路，找寻担忧爷。
168,disg_gd10_001_011.wav,<|zh|><|NEUTRAL|><|Speech|><|withitn|>,毕家兄弟再次傻眼。
169,disg_gd10_001_020.wav,<|zh|><|NEUTRAL|><|Speech|><|withitn|>,反对派武装使用的手雷。
170,disg_gd11_001_014.wav,<|zh|><|NEUTRAL|><|Speech|><|withitn|>,最终，他决定创办一家养老院。
171,disg_gd11_001_015.wav,<|zh|><|NEUTRAL|><|Speech|><|withitn|>,前一段时间，我们连续多次辟谣，澄清谣言。
172,disg_gd11_001_030.wav,<|zh|><|NEUTRAL|><|Speech|><|withitn|>,其次，水库水电站安全问题也很突出。
173,disg_gd12_001_005.wav,<|zh|><|NEUTRAL|><|Speech|><|withitn|>,据悉，美国和欧洲官员获邀参加。
174,disg_gd12_001_030.wav,<|zh|><|NEUTRAL|><|Speech|><|withitn|>,大慈寺街区的建设从政府主导转向企业经营。
175,disg_gd13_001_006.wav,<|zh|><|NEUTRAL|><|Speech|><|withitn|>,没好气的挂断信号。
176,disg_gd13_001_014.wav,<|zh|><|SURPRISED|><|Speech|><|withitn|>,当年他一节课都没去上，不被荡掉才奇怪。
177,disg_gd13_001_023.wav,<|zh|><|ANGRY|><|Speech|><|withitn|>,就不像你们整天忧心忡忡，感觉天要塌了一样。
178,disg_gd13_001_024.wav,<|zh|><|ANGRY|><|Speech|><|withitn|>,我藏身到草甸子，不让别人发现就好。
